"","candidate","district","borough","votes","party","ssd.win"
"34.JONATHAN OHERR","JONATHAN OHERR","34","Kings County",1,"Write-In3146",0
"34.JOSEPH R. BIDEN","JOSEPH R. BIDEN","34","Kings County",1,"Write-In3147",0
"34.JOSHUA RUBIN","JOSHUA RUBIN","34","Kings County",1,"Write-In3148",0
"34.JOSPEH KAHAN","JOSPEH KAHAN","34","Kings County",1,"Write-In3149",0
"34.KEITH BRAGA","KEITH BRAGA","34","Kings County",1,"Write-In3150",0
"34.KELVIN S. GERALD","KELVIN S. GERALD","34","Queens County",1,"Write-In3151",0
"34.KRISTEN MORRISSON","KRISTEN MORRISSON","34","Queens County",1,"Write-In3152",0
"34.KYLE PICKETT","KYLE PICKETT","34","Kings County",1,"Write-In3153",0
"34.LEO NAMUCHE","LEO NAMUCHE","34","Queens County",6,"Write-In3154",0
"34.LINCOLN RESTLER","LINCOLN RESTLER","34","Kings County",2,"Write-In3155",0
"34.LISETTE R. JIMENEZ","LISETTE R. JIMENEZ","34","Kings County",1,"Write-In3156",0
"34.LOS AYALA","LOS AYALA","34","Kings County",1,"Write-In3157",0
"34.MARTYNA GRAZDA","MARTYNA GRAZDA","34","Queens County",1,"Write-In3158",0
"34.MATTHEW STUPP","MATTHEW STUPP","34","Queens County",1,"Write-In3159",0
"34.MAXWELL FRANKEL","MAXWELL FRANKEL","34","Kings County",1,"Write-In3160",0
"34.MERVE SINSEK","MERVE SINSEK","34","Kings County",1,"Write-In3161",0
"34.MICHAEL ANTHONY MORELGLIO","MICHAEL ANTHONY MORELGLIO","34","Queens County",1,"Write-In3162",0
"34.MICHAEL BLOOMBERG","MICHAEL BLOOMBERG","34","Kings County",2,"Write-In3163",0
"34.MICHAEL GARRAHAM","MICHAEL GARRAHAM","34","Kings County",1,"Write-In3164",0
"34.MICHAEL TAVARES","MICHAEL TAVARES","34","Kings County",1,"Write-In3165",0
"34.MICKEY MOUSE","MICKEY MOUSE","34","Queens County",3,"Write-In3166",0
"34.MINGUS SALOR","MINGUS SALOR","34","Kings County",1,"Write-In3167",0
"34.MONTGOMORY BREWSTAR","MONTGOMORY BREWSTAR","34","Kings County",1,"Write-In3168",0
"34.MOSLE MEYIR","MOSLE MEYIR","34","Kings County",1,"Write-In3169",0
"34.NATHANIEL BEDFORD","NATHANIEL BEDFORD","34","Kings County",1,"Write-In3170",0
"34.NICOLAS MADURO","NICOLAS MADURO","34","Queens County",1,"Write-In3171",0
"34.OSCAR LAOS","OSCAR LAOS","34","Kings County",1,"Write-In3172",0
"34.PAPERBOY LOVE PRINCE","PAPERBOY LOVE PRINCE","34","Kings County",1,"Write-In3173",0
"34.PATTY HEARST","PATTY HEARST","34","Queens County",1,"Write-In3174",0
"34.PEDRO RODRIGUEZ JR","PEDRO RODRIGUEZ JR","34","Kings County",1,"Write-In3175",0
"34.PHIL WONG","PHIL WONG","34","Kings County and Queens County",2,"Write-In3176",0
"34.RITA C. JOSEPH","RITA C. JOSEPH","34","Queens County",1,"Write-In3177",0
"34.ROBERT F KENNDY JR","ROBERT F KENNDY JR","34","Kings County",1,"Write-In3178",0
"34.SARA RASNER","SARA RASNER","34","Kings County",1,"Write-In3179",0
"34.SCOTT MURPHY","SCOTT MURPHY","34","Kings County",1,"Write-In3180",0
"34.SEAN LABBE","SEAN LABBE","34","Kings County",1,"Write-In3181",0
"34.SHAHANA HANIF","SHAHANA HANIF","34","Kings County",1,"Write-In3182",0
"34.SHANNON PHIPPS","SHANNON PHIPPS","34","Kings County",1,"Write-In3183",0
"34.SHEFARA NEAL","SHEFARA NEAL","34","Kings County",1,"Write-In3184",0
"34.SHEKAR KRISHRAN","SHEKAR KRISHRAN","34","Queens County",1,"Write-In3185",0
"34.STEPHEN J SMITH","STEPHEN J SMITH","34","Kings County",1,"Write-In3186",0
"34.TIFFANY L. CABAN","TIFFANY L. CABAN","34","Queens County",1,"Write-In3187",0
"34.UNATTRIBUTABLE WRITE-IN","UNATTRIBUTABLE WRITE-IN","34","Kings County and Queens County",114,"Write-In3188",0
"34.VICTOR CHARLES","VICTOR CHARLES","34","Kings County",1,"Write-In3189",0
"34.WALTER RUCHELLI","WALTER RUCHELLI","34","Kings County",1,"Write-In3190",0
"35.ABIDEMI HOPE THOMPSON","ABIDEMI HOPE THOMPSON","35","Kings County",1,"Write-In3191",0
"35.ALEX NGUYEN","ALEX NGUYEN","35","Kings County",1,"Write-In3192",0
"35.ALEXA AVILES","ALEXA AVILES","35","Kings County",1,"Write-In3193",0
"35.ALICIA BOYD","ALICIA BOYD","35","Kings County",1,"Write-In3194",0
"35.AMEILIA TOPPING","AMEILIA TOPPING","35","Kings County",1,"Write-In3195",0
"35.AMIR ABU AKEEL","AMIR ABU AKEEL","35","Kings County",1,"Write-In3196",0
"35.ANDREW M. CUOMO","ANDREW M. CUOMO","35","Kings County",1,"Write-In3197",0
"35.ARTHUR TEMPLE","ARTHUR TEMPLE","35","Kings County",1,"Write-In3198",0
"35.BATMAN GALARZA","BATMAN GALARZA","35","Kings County",1,"Write-In3199",0
"35.Benny Rosenberger","Benny Rosenberger","35","Kings County",3352,"Conservative",0
"35.BLAKE LARUE","BLAKE LARUE","35","Kings County",1,"Write-In3200",0
"35.CATHLEEN CARSON","CATHLEEN CARSON","35","Kings County",1,"Write-In3201",0
"35.CHI AJANI OSSE","CHI AJANI OSSE","35","Kings County",2,"Write-In3202",0
"35.CHRISTOPHER KACZMARSKY","CHRISTOPHER KACZMARSKY","35","Kings County",1,"Write-In3203",0
"35.Crystal Hudson","Crystal Hudson","35","Kings County",58054,"Democratic and Working Families",1
"35.DION ASHMAN","DION ASHMAN","35","Kings County",6,"Write-In3204",0
"35.DOMINIC HOLDEN","DOMINIC HOLDEN","35","Kings County",1,"Write-In3205",0
"35.DONALD J TRUMP","DONALD J TRUMP","35","Kings County",3,"Write-In3206",0
"35.DONOVAN LEE MENDOZA","DONOVAN LEE MENDOZA","35","Kings County",1,"Write-In3207",0
"35.EDWARD MARSHALLOW","EDWARD MARSHALLOW","35","Kings County",1,"Write-In3208",0
"35.ELLIOTT SMITH","ELLIOTT SMITH","35","Kings County",1,"Write-In3209",0
"35.EMERSON GATES","EMERSON GATES","35","Kings County",1,"Write-In3210",0
"35.ERIC C LOY","ERIC C LOY","35","Kings County",1,"Write-In3211",0
"35.ERIC L. ADAMS","ERIC L. ADAMS","35","Kings County",1,"Write-In3212",0
"35.ESTHER BLOUNT","ESTHER BLOUNT","35","Kings County",1,"Write-In3213",0
"35.FELIX AKOSAH HE","FELIX AKOSAH HE","35","Kings County",1,"Write-In3214",0
"35.GABRIELA FRIAS","GABRIELA FRIAS","35","Kings County",1,"Write-In3215",0
"35.GERAND A. BRENNON","GERAND A. BRENNON","35","Kings County",1,"Write-In3216",0
"35.GIB YECONI","GIB YECONI","35","Kings County",2,"Write-In3217",0
"35.HAYLEY GOVENBERG","HAYLEY GOVENBERG","35","Kings County",2,"Write-In3218",0
"35.Hector Robertson","Hector Robertson","35","Kings County",1033,"United Alliance",0
"35.IME NELSON","IME NELSON","35","Kings County",1,"Write-In3219",0
"35.ISAAC KIKK-RAVIDOFF","ISAAC KIKK-RAVIDOFF","35","Kings County",1,"Write-In3220",0
"35.JABARI BRISPORT","JABARI BRISPORT","35","Kings County",1,"Write-In3221",0
"35.JACK BROWN","JACK BROWN","35","Kings County",1,"Write-In3222",0
"35.JEFFERY THOMPSON","JEFFERY THOMPSON","35","Kings County",1,"Write-In3223",0
"35.JENNIFER GUTIERREZ","JENNIFER GUTIERREZ","35","Kings County",1,"Write-In3224",0
"35.JENNIFER RIGGIN","JENNIFER RIGGIN","35","Kings County",1,"Write-In3225",0
"35.JOEL BENJAMIN","JOEL BENJAMIN","35","Kings County",1,"Write-In3226",0
"35.JOHN DEE","JOHN DEE","35","Kings County",1,"Write-In3227",0
"35.KENNY LEVER","KENNY LEVER","35","Kings County",1,"Write-In3228",0
"35.KSHAMA SAWONT","KSHAMA SAWONT","35","Kings County",1,"Write-In3229",0
"35.KWAME TOURE","KWAME TOURE","35","Kings County",1,"Write-In3230",0
"35.KYLE DOLLINGER","KYLE DOLLINGER","35","Kings County",1,"Write-In3231",0
"35.LATISHA JAMES","LATISHA JAMES","35","Kings County",2,"Write-In3232",0
"35.LEON TROTSKY","LEON TROTSKY","35","Kings County",1,"Write-In3233",0
"35.LETITIA JAMES","LETITIA JAMES","35","Kings County",1,"Write-In3234",0
"35.MADELINA MERUEL","MADELINA MERUEL","35","Kings County",1,"Write-In3235",0
"35.MAO ZEDONG","MAO ZEDONG","35","Kings County",1,"Write-In3236",0
"35.MARC L MINKOFF","MARC L MINKOFF","35","Kings County",1,"Write-In3237",0
"35.MARIA FERRARI","MARIA FERRARI","35","Kings County",1,"Write-In3238",0
"35.MICHAEL HELLINGSWORTH","MICHAEL HELLINGSWORTH","35","Kings County",1,"Write-In3239",0
"35.MICHAEL HOLLINGMISTH","MICHAEL HOLLINGMISTH","35","Kings County",6,"Write-In3240",0
"35.MIHAI RADU","MIHAI RADU","35","Kings County",1,"Write-In3241",0
"35.MIKE HOLLINGWORTH","MIKE HOLLINGWORTH","35","Kings County",1,"Write-In3242",0
"35.MIKE JONES","MIKE JONES","35","Kings County",1,"Write-In3243",0
"35.NICK FUENTES","NICK FUENTES","35","Kings County",1,"Write-In3244",0
"35.OLANIKE ALABI","OLANIKE ALABI","35","Kings County",1,"Write-In3245",0
"35.OLIVIA SNARSKI","OLIVIA SNARSKI","35","Kings County",1,"Write-In3246",0
"35.RENEE COLLIMORE","RENEE COLLIMORE","35","Kings County",3,"Write-In3247",0
"35.ROSALANA JORDAN","ROSALANA JORDAN","35","Kings County",1,"Write-In3248",0
"35.SAMIR FAZELYAR","SAMIR FAZELYAR","35","Kings County",1,"Write-In3249",0
"35.SHAHANA K. HANIF","SHAHANA K. HANIF","35","Kings County",1,"Write-In3250",0
"35.SHARON WETTERBURN","SHARON WETTERBURN","35","Kings County",1,"Write-In3251",0
"35.SHARTA FREEMAN","SHARTA FREEMAN","35","Kings County",1,"Write-In3252",0
"35.SHAUN ABRON","SHAUN ABRON","35","Kings County",1,"Write-In3253",0
"35.STEVE ZELTSER","STEVE ZELTSER","35","Kings County",1,"Write-In3254",0
"35.TALLEY A BARBEE","TALLEY A BARBEE","35","Kings County",1,"Write-In3255",0
"35.TOM CUITE","TOM CUITE","35","Kings County",1,"Write-In3256",0
"35.UNATTRIBUTABLE WRITE-IN","UNATTRIBUTABLE WRITE-IN","35","Kings County",77,"Write-In3257",0
"35.YEHUDA KIRSH","YEHUDA KIRSH","35","Kings County",1,"Write-In3258",0
"35.YEHUDA SHAFFER","YEHUDA SHAFFER","35","Kings County",6,"Write-In3259",0
"35.YOUCEF HERSKOP","YOUCEF HERSKOP","35","Kings County",1,"Write-In3260",0
"35.ZECHRA RIZVI","ZECHRA RIZVI","35","Kings County",1,"Write-In3261",0
"36.AL VANN","AL VANN","36","Kings County",1,"Write-In3262",0
"36.ALLAN IFIV","ALLAN IFIV","36","Kings County",1,"Write-In3263",0
"36.ANDREW M. CUOMO","ANDREW M. CUOMO","36","Kings County",3,"Write-In3264",0
"36.ANDRIC PILOU","ANDRIC PILOU","36","Kings County",1,"Write-In3265",0
"36.ANDY BYFORD","ANDY BYFORD","36","Kings County",2,"Write-In3266",0
"36.ANTONIO REYNOSO","ANTONIO REYNOSO","36","Kings County",1,"Write-In3267",0
"36.ARI KIRSCHENBAUM","ARI KIRSCHENBAUM","36","Kings County",1,"Write-In3268",0
"36.ARI KOFMAN","ARI KOFMAN","36","Kings County",1,"Write-In3269",0
"36.BEN SHAPIRO","BEN SHAPIRO","36","Kings County",2,"Write-In3270",0
"36.BRADLEY SHANE","BRADLEY SHANE","36","Kings County",1,"Write-In3271",0
"36.CALVIN DOWNING","CALVIN DOWNING","36","Kings County",1,"Write-In3272",0
"36.CAREY JACKSON","CAREY JACKSON","36","Kings County",1,"Write-In3273",0
"36.CARMELLA CHARRINGTON","CARMELLA CHARRINGTON","36","Kings County",1,"Write-In3274",0
"36.CECIL HENRY","CECIL HENRY","36","Kings County",1,"Write-In3275",0
"36.Chi Ajani Osse","Chi Ajani Osse","36","Kings County",44256,"Democratic",1
"36.CHRIS MARTE","CHRIS MARTE","36","Kings County",4,"Write-In3276",0
"36.CHRIS WALLACE","CHRIS WALLACE","36","Kings County",1,"Write-In3277",0
"36.CHRISTOPHER JOEL ALVAREZ","CHRISTOPHER JOEL ALVAREZ","36","Kings County",1,"Write-In3278",0
"36.CRYSTAL HUDSON","CRYSTAL HUDSON","36","Kings County",2,"Write-In3279",0
"36.DANIEL MCCULLA","DANIEL MCCULLA","36","Kings County",1,"Write-In3280",0
"36.DARLENE MEALY","DARLENE MEALY","36","Kings County",1,"Write-In3281",0
"36.DARMONT RACKLEFF","DARMONT RACKLEFF","36","Kings County",1,"Write-In3282",0
"36.DAVID KELVIN T. AIKEN","DAVID KELVIN T. AIKEN","36","Kings County",1,"Write-In3283",0
"36.DAVON WASHINGTON","DAVON WASHINGTON","36","Kings County",1,"Write-In3284",0
"36.DEVIN RYAN MICHALES","DEVIN RYAN MICHALES","36","Kings County",1,"Write-In3285",0
"36.DONALD J. TRUMP","DONALD J. TRUMP","36","Kings County",4,"Write-In3286",0
"36.DONALD STEWART","DONALD STEWART","36","Kings County",1,"Write-In3287",0
"36.DOUGLAS WAGNER","DOUGLAS WAGNER","36","Kings County",1,"Write-In3288",0
"36.DWAIN BROWN","DWAIN BROWN","36","Kings County",1,"Write-In3289",0
"36.EON TYRELL HUNTLEY","EON TYRELL HUNTLEY","36","Kings County",1,"Write-In3290",0
"36.ERIC HURKMAN","ERIC HURKMAN","36","Kings County",1,"Write-In3291",0
"36.ERIC L. ADAMS","ERIC L. ADAMS","36","Kings County",4,"Write-In3292",0
"36.FAIGY SCHIESINGER","FAIGY SCHIESINGER","36","Kings County",1,"Write-In3293",0
"36.FRANKLILI KWOK","FRANKLILI KWOK","36","Kings County",1,"Write-In3294",0
"36.GITTY KATINA","GITTY KATINA","36","Kings County",1,"Write-In3295",0
"36.HAL PHILLIPS","HAL PHILLIPS","36","Kings County",2,"Write-In3296",0
"36.HELEN QIU","HELEN QIU","36","Kings County",1,"Write-In3297",0
"36.JACKIE GRAHAM","JACKIE GRAHAM","36","Kings County",1,"Write-In3298",0
"36.JALEN BRONSON","JALEN BRONSON","36","Kings County",1,"Write-In3299",0
"36.JAMES BOYD JR.","JAMES BOYD JR.","36","Kings County",1,"Write-In3300",0
"36.JANQUEL JONES","JANQUEL JONES","36","Kings County",1,"Write-In3301",0
"36.JASON BANNY","JASON BANNY","36","Kings County",1,"Write-In3302",0
"36.JASON WALKER","JASON WALKER","36","Kings County",1,"Write-In3303",0
"36.JEAN RENARDO WARD","JEAN RENARDO WARD","36","Kings County",1,"Write-In3304",0
"36.JEFFREY LEVY","JEFFREY LEVY","36","Kings County",1,"Write-In3305",0
"36.JENNA JACKSON","JENNA JACKSON","36","Kings County",1,"Write-In3306",0
"36.JESSE BARZILAI","JESSE BARZILAI","36","Kings County",1,"Write-In3307",0
"36.JIMMY DORE","JIMMY DORE","36","Kings County",1,"Write-In3308",0
"36.JIMMY MCMILLIAN","JIMMY MCMILLIAN","36","Kings County",1,"Write-In3309",0
"36.JOE MONA","JOE MONA","36","Kings County",1,"Write-In3310",0
"36.JOEL SEULL","JOEL SEULL","36","Kings County",1,"Write-In3311",0
"36.JOHN GRIFFING","JOHN GRIFFING","36","Kings County",1,"Write-In3312",0
"36.JOHN HAWKINS","JOHN HAWKINS","36","Kings County",1,"Write-In3313",0
"36.JOHN HUNTER","JOHN HUNTER","36","Kings County",1,"Write-In3314",0
"36.JOSEPH NESIWLL","JOSEPH NESIWLL","36","Kings County",1,"Write-In3315",0
"36.JOSEPH SCHWARTZ","JOSEPH SCHWARTZ","36","Kings County",1,"Write-In3316",0
"36.JUDITH JOSEPH","JUDITH JOSEPH","36","Kings County",1,"Write-In3317",0
"36.JULIE MENIN","JULIE MENIN","36","Kings County",1,"Write-In3318",0
"36.KANYE WEST","KANYE WEST","36","Kings County",1,"Write-In3319",0
"36.KARL MARX","KARL MARX","36","Kings County",1,"Write-In3320",0
"36.KARLA CARRINGTON","KARLA CARRINGTON","36","Kings County",1,"Write-In3321",0
"36.KEIR NELSON","KEIR NELSON","36","Kings County",1,"Write-In3322",0
"36.LINCOLN RESTLER","LINCOLN RESTLER","36","Kings County",1,"Write-In3323",0
"36.MARIO CUOMO","MARIO CUOMO","36","Kings County",1,"Write-In3324",0
"36.MARK SHANE","MARK SHANE","36","Kings County",1,"Write-In3325",0
"36.MARK WINSTON GRIFFITH","MARK WINSTON GRIFFITH","36","Kings County",1,"Write-In3326",0
"36.MARLON RICE","MARLON RICE","36","Kings County",1,"Write-In3327",0
"36.MATT DEMUHUE","MATT DEMUHUE","36","Kings County",1,"Write-In3328",0
"36.MELISSA THOMAS","MELISSA THOMAS","36","Kings County",1,"Write-In3329",0
"36.MICHEAL GONLZALEZ","MICHEAL GONLZALEZ","36","Kings County",1,"Write-In3330",0
"36.MILTON JEMMOTT","MILTON JEMMOTT","36","Kings County",1,"Write-In3331",0
"36.MIRA SOPHIA GUODM AN-SINGH","MIRA SOPHIA GUODM AN-SINGH","36","Kings County",1,"Write-In3332",0
"36.MONICA CRADLE","MONICA CRADLE","36","Kings County",1,"Write-In3333",0
"36.MONIQUE ANTOINE","MONIQUE ANTOINE","36","Kings County",1,"Write-In3334",0
"36.MONIQUE GREENWOOD","MONIQUE GREENWOOD","36","Kings County",1,"Write-In3335",0
"36.MORTY ZACH","MORTY ZACH","36","Kings County",1,"Write-In3336",0
"36.NET CHI","NET CHI","36","Kings County",1,"Write-In3337",0
"36.NICKI MIRAJ","NICKI MIRAJ","36","Kings County",1,"Write-In3338",0
"36.NIEQUA BRADLEY","NIEQUA BRADLEY","36","Kings County",1,"Write-In3339",0
"36.OMAR WALKER","OMAR WALKER","36","Kings County",12,"Write-In3340",0
"36.OMOWALE CLAY","OMOWALE CLAY","36","Kings County",1,"Write-In3341",0
"36.OVILA LEMON","OVILA LEMON","36","Kings County",1,"Write-In3342",0
"36.PAPERBOY LOVE PRINCE","PAPERBOY LOVE PRINCE","36","Kings County",1,"Write-In3343",0
"36.PAUL D WHITE","PAUL D WHITE","36","Kings County",1,"Write-In3344",0
"36.PAUL SCHATZMAN","PAUL SCHATZMAN","36","Kings County",1,"Write-In3345",0
"36.PRISCILLA WEMBAI","PRISCILLA WEMBAI","36","Kings County",1,"Write-In3346",0
"36.RADHAKRISHUM MOHAM","RADHAKRISHUM MOHAM","36","Kings County",1,"Write-In3347",0
"36.RALPH YOZZO","RALPH YOZZO","36","Kings County",1,"Write-In3348",0
"36.RAMON CHICON","RAMON CHICON","36","Kings County",1,"Write-In3349",0
"36.REGINALD SWINEY","REGINALD SWINEY","36","Kings County",7,"Write-In3350",0
"36.RENEE HOLMES","RENEE HOLMES","36","Kings County",1,"Write-In3351",0
"36.REZA HAIDARI","REZA HAIDARI","36","Kings County",1,"Write-In3352",0
"36.RITCHARD EWINGS","RITCHARD EWINGS","36","Kings County",1,"Write-In3353",0
"36.ROBERT JOHNSON","ROBERT JOHNSON","36","Kings County",1,"Write-In3354",0
"36.SABRINA BAZILE","SABRINA BAZILE","36","Kings County",1,"Write-In3355",0
"36.SAM VIDER","SAM VIDER","36","Kings County",1,"Write-In3356",0
"36.SAQUAN JONES","SAQUAN JONES","36","Kings County",1,"Write-In3357",0
"36.SAVIN BLAS","SAVIN BLAS","36","Kings County",1,"Write-In3358",0
"36.SHAHANA K. HANIF","SHAHANA K. HANIF","36","Kings County",1,"Write-In3359",0
"36.SHAI DAVIDAI","SHAI DAVIDAI","36","Kings County",1,"Write-In3360",0
"36.SHAINDY SHEUNTOR","SHAINDY SHEUNTOR","36","Kings County",1,"Write-In3361",0
"36.SHAM BECERRA","SHAM BECERRA","36","Kings County",1,"Write-In3362",0
"36.SHERRI MCCLAIN DEBERRY","SHERRI MCCLAIN DEBERRY","36","Kings County",1,"Write-In3363",0
"36.SHIMON WEINGARTEN","SHIMON WEINGARTEN","36","Kings County",1,"Write-In3364",0
"36.SINA KHASANI","SINA KHASANI","36","Kings County",1,"Write-In3365",0
"36.STEVEN WEISS","STEVEN WEISS","36","Kings County",1,"Write-In3366",0
"36.TAHARKA ROBINSON","TAHARKA ROBINSON","36","Kings County",1,"Write-In3367",0
"36.THAKA ROBINSON","THAKA ROBINSON","36","Kings County",1,"Write-In3368",0
"36.THERESA GEDEON","THERESA GEDEON","36","Kings County",2,"Write-In3369",0
"36.TREMAINE WRIGHT","TREMAINE WRIGHT","36","Kings County",1,"Write-In3370",0
"36.UNATTRIBUTABLE WRITE-IN","UNATTRIBUTABLE WRITE-IN","36","Kings County",114,"Write-In3371",0
"36.UNI DESIMONE","UNI DESIMONE","36","Kings County",1,"Write-In3372",0
"36.VOLVY BOUMHART","VOLVY BOUMHART","36","Kings County",1,"Write-In3373",0
"36.WILLE L BAKER","WILLE L BAKER","36","Kings County",1,"Write-In3374",0
"36.WILLIAM NEWMAN","WILLIAM NEWMAN","36","Kings County",1,"Write-In3375",0
"36.WILLIAM P MOORE","WILLIAM P MOORE","36","Kings County",1,"Write-In3376",0
"36.YASS SCHWARTZ","YASS SCHWARTZ","36","Kings County",1,"Write-In3377",0
"36.YEHUDA SHAFFER","YEHUDA SHAFFER","36","Kings County",1,"Write-In3378",0
"36.YOEL ROTHSTEIN","YOEL ROTHSTEIN","36","Kings County",1,"Write-In3379",0
"36.YOOL TELTELDAUM","YOOL TELTELDAUM","36","Kings County",1,"Write-In3380",0
"36.YURI ZMUR","YURI ZMUR","36","Kings County",1,"Write-In3381",0
"36.ZOHRAN KWAME MAMDANI","ZOHRAN KWAME MAMDANI","36","Kings County",2,"Write-In3382",0
"37.AARON HINTON","AARON HINTON","37","Kings County",1,"Write-In3383",0
"37.ALEXA AVILES","ALEXA AVILES","37","Kings County",1,"Write-In3384",0
"37.ANDREW GILLIES","ANDREW GILLIES","37","Kings County",1,"Write-In3385",0
"37.ANDREW MARTINEZ","ANDREW MARTINEZ","37","Kings County",1,"Write-In3386",0
"37.BRONO FERNANDEZ","BRONO FERNANDEZ","37","Kings County",1,"Write-In3387",0
"37.CAIT FLYNN","CAIT FLYNN","37","Kings County",1,"Write-In3388",0
"37.CALEATON CHITOLIE JR","CALEATON CHITOLIE JR","37","Kings County",1,"Write-In3389",0
"37.CURTIS A. SLIWA","CURTIS A. SLIWA","37","Kings County",2,"Write-In3390",0
"37.CURTIS ODOM","CURTIS ODOM","37","Kings County",1,"Write-In3391",0
"37.DANI JOSEPH DIAZ","DANI JOSEPH DIAZ","37","Kings County",1,"Write-In3392",0
"37.DARMA DIAZ","DARMA DIAZ","37","Kings County",5,"Write-In3393",0
"37.DIANA REYNA","DIANA REYNA","37","Kings County",1,"Write-In3394",0
"37.DONALD J. TRUMP","DONALD J. TRUMP","37","Kings County",1,"Write-In3395",0
"37.ELEANOR MCARTHUR","ELEANOR MCARTHUR","37","Kings County",1,"Write-In3396",0
"37.ERIC L ADAMS","ERIC L ADAMS","37","Kings County",1,"Write-In3397",0
"37.FIGMENT CARABALLO","FIGMENT CARABALLO","37","Kings County",1,"Write-In3398",0
"37.HANIF ARIF","HANIF ARIF","37","Kings County",1,"Write-In3399",0
"37.HELEN QIU","HELEN QIU","37","Kings County",1,"Write-In3400",0
"37.HENRY GEORGE","HENRY GEORGE","37","Kings County",1,"Write-In3401",0
"37.HUBERT O MILLAN","HUBERT O MILLAN","37","Kings County",1,"Write-In3402",0
"37.ISAIH VEGA","ISAIH VEGA","37","Kings County",2,"Write-In3403",0
"37.JAKE BLUMANCRANZ","JAKE BLUMANCRANZ","37","Kings County",1,"Write-In3404",0
"37.JANINE ACQUAFREDDA","JANINE ACQUAFREDDA","37","Kings County",2,"Write-In3405",0
"37.JASON MIN","JASON MIN","37","Kings County",2,"Write-In3406",0
"37.JENNY LOW","JENNY LOW","37","Kings County",1,"Write-In3407",0
"37.JERMEY JACKSON","JERMEY JACKSON","37","Kings County",1,"Write-In3408",0
"37.JESSE ROBTEN","JESSE ROBTEN","37","Kings County",1,"Write-In3409",0
"37.JOHN DEE","JOHN DEE","37","Kings County",1,"Write-In3410",0
"37.JOHN WILLIAM PEREZ","JOHN WILLIAM PEREZ","37","Kings County",1,"Write-In3411",0
"37.JONATHAN PARDO","JONATHAN PARDO","37","Kings County",1,"Write-In3412",0
"37.LAVERNE SIMON","LAVERNE SIMON","37","Kings County",1,"Write-In3413",0
"37.LUIS E. QUERO","LUIS E. QUERO","37","Kings County",2,"Write-In3414",0
"37.MATHEW MCCUE","MATHEW MCCUE","37","Kings County",1,"Write-In3415",0
"37.MELISSA MILLEE","MELISSA MILLEE","37","Kings County",1,"Write-In3416",0
"37.MERCEDES NARCISSE","MERCEDES NARCISSE","37","Kings County",1,"Write-In3417",0
"37.MITCHELL BOSCH","MITCHELL BOSCH","37","Kings County",1,"Write-In3418",0
"37.MITT ROMARY","MITT ROMARY","37","Kings County",1,"Write-In3419",0
"37.NICHOLAS GIAMARINO","NICHOLAS GIAMARINO","37","Kings County",1,"Write-In3420",0
"37.NORMAN ROSS","NORMAN ROSS","37","Kings County",1,"Write-In3421",0
"37.ODALIZ TAVARES","ODALIZ TAVARES","37","Kings County",1,"Write-In3422",0
"37.OVIE LATHIMORE III","OVIE LATHIMORE III","37","Kings County",1,"Write-In3423",0
"37.PAPERBOY LOVE PRINCE","PAPERBOY LOVE PRINCE","37","Kings County",1,"Write-In3424",0
"37.PETE PARILLA","PETE PARILLA","37","Kings County",1,"Write-In3425",0
"37.PORTIA DYRENFORTH","PORTIA DYRENFORTH","37","Kings County",1,"Write-In3426",0
